ID,Area,Industry,Industry Code,Occupation,SOC Occupation Code,Wage Type,Year,Measure Names,State Name,Year,Measure Values
699868767,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Automotive and Watercraft Service Attendants,53-6031,Hourly wage,2025,Wage at 25 Percentile,Michigan,2025,13.25
699868767,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Automotive and Watercraft Service Attendants,53-6031,Hourly wage,2025,Wage at 10 Percentile,Michigan,2025,12.48
699868767,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Automotive and Watercraft Service Attendants,53-6031,Hourly wage,2025,Entry Level Wage,Michigan,2025,13.06
699868767,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Automotive and Watercraft Service Attendants,53-6031,Hourly wage,2025,Mean Wage,Michigan,2025,15.97
699868767,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Automotive and Watercraft Service Attendants,53-6031,Hourly wage,2025,Total Employment,Michigan,2025,1510
699868769,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Aircraft Service Attendants,53-6032,Hourly wage,2025,ExperienceWage,Michigan,2025,21.56
699868769,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Aircraft Service Attendants,53-6032,Hourly wage,2025,Wage at 90 Percentile,Michigan,2025,23.39
699868769,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Aircraft Service Attendants,53-6032,Hourly wage,2025,Wage at 75 Percentile,Michigan,2025,22.23
699868769,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Aircraft Service Attendants,53-6032,Hourly wage,2025,Median Wage,Michigan,2025,19.3
699868769,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Aircraft Service Attendants,53-6032,Hourly wage,2025,Wage at 25 Percentile,Michigan,2025,18.74
699868769,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Aircraft Service Attendants,53-6032,Hourly wage,2025,Wage at 10 Percentile,Michigan,2025,15
699868769,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Aircraft Service Attendants,53-6032,Hourly wage,2025,Entry Level Wage,Michigan,2025,17.03
699868769,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Aircraft Service Attendants,53-6032,Hourly wage,2025,Mean Wage,Michigan,2025,20.07
699868769,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Aircraft Service Attendants,53-6032,Hourly wage,2025,Total Employment,Michigan,2025,70
699868771,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Traffic Technicians,53-6041,Hourly wage,2025,ExperienceWage,Michigan,2025,23.43
699868771,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Traffic Technicians,53-6041,Hourly wage,2025,Wage at 90 Percentile,Michigan,2025,37.49
699868771,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Traffic Technicians,53-6041,Hourly wage,2025,Wage at 75 Percentile,Michigan,2025,18.22
699868771,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Traffic Technicians,53-6041,Hourly wage,2025,Median Wage,Michigan,2025,18.22
699868771,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Traffic Technicians,53-6041,Hourly wage,2025,Wage at 25 Percentile,Michigan,2025,17.27
699868771,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Traffic Technicians,53-6041,Hourly wage,2025,Wage at 10 Percentile,Michigan,2025,15.95
699868771,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Traffic Technicians,53-6041,Hourly wage,2025,Entry Level Wage,Michigan,2025,16.73
699868771,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Traffic Technicians,53-6041,Hourly wage,2025,Mean Wage,Michigan,2025,21.21
699868771,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Traffic Technicians,53-6041,Hourly wage,2025,Total Employment,Michigan,2025,80
699868773,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Transportation Inspectors,53-6051,Hourly wage,2025,ExperienceWage,Michigan,2025,47.29
699868773,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Transportation Inspectors,53-6051,Hourly wage,2025,Wage at 90 Percentile,Michigan,2025,74.84
699868773,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Transportation Inspectors,53-6051,Hourly wage,2025,Wage at 75 Percentile,Michigan,2025,61.47
699868773,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Transportation Inspectors,53-6051,Hourly wage,2025,Median Wage,Michigan,2025,25.37
699868773,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Transportation Inspectors,53-6051,Hourly wage,2025,Wage at 25 Percentile,Michigan,2025,17.25
699868773,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Transportation Inspectors,53-6051,Hourly wage,2025,Wage at 10 Percentile,Michigan,2025,17.25
699868773,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Transportation Inspectors,53-6051,Hourly wage,2025,Entry Level Wage,Michigan,2025,16.82
699868773,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Transportation Inspectors,53-6051,Hourly wage,2025,Mean Wage,Michigan,2025,37.24
699868773,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Transportation Inspectors,53-6051,Hourly wage,2025,Total Employment,Michigan,2025,240
699868775,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,"Transportation Workers, All Other",53-6099,Hourly wage,2025,ExperienceWage,Michigan,2025,23.9
699868775,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,"Transportation Workers, All Other",53-6099,Hourly wage,2025,Wage at 90 Percentile,Michigan,2025,31.29
699868775,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,"Transportation Workers, All Other",53-6099,Hourly wage,2025,Wage at 75 Percentile,Michigan,2025,18.55
699868775,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,"Transportation Workers, All Other",53-6099,Hourly wage,2025,Median Wage,Michigan,2025,18.55
699868775,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,"Transportation Workers, All Other",53-6099,Hourly wage,2025,Wage at 25 Percentile,Michigan,2025,17.02
699868775,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,"Transportation Workers, All Other",53-6099,Hourly wage,2025,Wage at 10 Percentile,Michigan,2025,13.13
699868775,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,"Transportation Workers, All Other",53-6099,Hourly wage,2025,Entry Level Wage,Michigan,2025,15.06
699868775,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,"Transportation Workers, All Other",53-6099,Hourly wage,2025,Mean Wage,Michigan,2025,20.98
699868775,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,"Transportation Workers, All Other",53-6099,Hourly wage,2025,Total Employment,Michigan,2025,130
699868777,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Conveyor Operators and Tenders,53-7011,Hourly wage,2025,ExperienceWage,Michigan,2025,21.85
699868777,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Conveyor Operators and Tenders,53-7011,Hourly wage,2025,Wage at 90 Percentile,Michigan,2025,27.12
699868777,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Conveyor Operators and Tenders,53-7011,Hourly wage,2025,Wage at 75 Percentile,Michigan,2025,21.78
699868777,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Conveyor Operators and Tenders,53-7011,Hourly wage,2025,Median Wage,Michigan,2025,18.43
699868777,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Conveyor Operators and Tenders,53-7011,Hourly wage,2025,Wage at 25 Percentile,Michigan,2025,18.43
699868777,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Conveyor Operators and Tenders,53-7011,Hourly wage,2025,Wage at 10 Percentile,Michigan,2025,18.43
699868777,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Conveyor Operators and Tenders,53-7011,Hourly wage,2025,Entry Level Wage,Michigan,2025,18.42
699868777,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Conveyor Operators and Tenders,53-7011,Hourly wage,2025,Mean Wage,Michigan,2025,20.72
699868777,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Conveyor Operators and Tenders,53-7011,Hourly wage,2025,Total Employment,Michigan,2025,110
699868779,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Crane and Tower Operators,53-7021,Hourly wage,2025,ExperienceWage,Michigan,2025,39.1
699868779,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Crane and Tower Operators,53-7021,Hourly wage,2025,Wage at 90 Percentile,Michigan,2025,48.29
699868779,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Crane and Tower Operators,53-7021,Hourly wage,2025,Wage at 75 Percentile,Michigan,2025,44.28
699868779,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Crane and Tower Operators,53-7021,Hourly wage,2025,Median Wage,Michigan,2025,28.72
699868779,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Crane and Tower Operators,53-7021,Hourly wage,2025,Wage at 25 Percentile,Michigan,2025,24.73
699868779,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Crane and Tower Operators,53-7021,Hourly wage,2025,Wage at 10 Percentile,Michigan,2025,21.31
699868779,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Crane and Tower Operators,53-7021,Hourly wage,2025,Entry Level Wage,Michigan,2025,22.6
699868779,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Crane and Tower Operators,53-7021,Hourly wage,2025,Mean Wage,Michigan,2025,33.65
699868779,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Crane and Tower Operators,53-7021,Hourly wage,2025,Total Employment,Michigan,2025,650
699868781,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Hoist and Winch Operators,53-7041,Hourly wage,2025,ExperienceWage,Michigan,2025,19.73
699868781,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Hoist and Winch Operators,53-7041,Hourly wage,2025,Wage at 90 Percentile,Michigan,2025,24.52
699868781,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Hoist and Winch Operators,53-7041,Hourly wage,2025,Wage at 75 Percentile,Michigan,2025,20.95
699868781,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Hoist and Winch Operators,53-7041,Hourly wage,2025,Median Wage,Michigan,2025,17.03
699868781,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Hoist and Winch Operators,53-7041,Hourly wage,2025,Wage at 25 Percentile,Michigan,2025,17.03
699868781,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Hoist and Winch Operators,53-7041,Hourly wage,2025,Wage at 10 Percentile,Michigan,2025,15.39
699868781,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Hoist and Winch Operators,53-7041,Hourly wage,2025,Entry Level Wage,Michigan,2025,16.03
699868781,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Hoist and Winch Operators,53-7041,Hourly wage,2025,Mean Wage,Michigan,2025,18.51
699868781,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Hoist and Winch Operators,53-7041,Hourly wage,2025,Total Employment,Michigan,2025,30
699868783,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Industrial Truck and Tractor Operators,53-7051,Hourly wage,2025,ExperienceWage,Michigan,2025,27.13
699868783,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Industrial Truck and Tractor Operators,53-7051,Hourly wage,2025,Wage at 90 Percentile,Michigan,2025,36.5
699868783,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Industrial Truck and Tractor Operators,53-7051,Hourly wage,2025,Wage at 75 Percentile,Michigan,2025,28.06
699868783,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Industrial Truck and Tractor Operators,53-7051,Hourly wage,2025,Median Wage,Michigan,2025,22.38
699868783,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Industrial Truck and Tractor Operators,53-7051,Hourly wage,2025,Wage at 25 Percentile,Michigan,2025,19.15
699868783,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Industrial Truck and Tractor Operators,53-7051,Hourly wage,2025,Wage at 10 Percentile,Michigan,2025,17.9
699868783,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Industrial Truck and Tractor Operators,53-7051,Hourly wage,2025,Entry Level Wage,Michigan,2025,18.45
699868783,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Industrial Truck and Tractor Operators,53-7051,Hourly wage,2025,Mean Wage,Michigan,2025,24.26
699868783,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Industrial Truck and Tractor Operators,53-7051,Hourly wage,2025,Total Employment,Michigan,2025,10370
699868785,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Cleaners of Vehicles and Equipment,53-7061,Hourly wage,2025,ExperienceWage,Michigan,2025,18.78
699868785,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Cleaners of Vehicles and Equipment,53-7061,Hourly wage,2025,Wage at 90 Percentile,Michigan,2025,21.9
699868785,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Cleaners of Vehicles and Equipment,53-7061,Hourly wage,2025,Wage at 75 Percentile,Michigan,2025,17.92
699868785,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Cleaners of Vehicles and Equipment,53-7061,Hourly wage,2025,Median Wage,Michigan,2025,16.72
699868785,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Cleaners of Vehicles and Equipment,53-7061,Hourly wage,2025,Wage at 25 Percentile,Michigan,2025,13.89
699868785,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Cleaners of Vehicles and Equipment,53-7061,Hourly wage,2025,Wage at 10 Percentile,Michigan,2025,12.48
699868785,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Cleaners of Vehicles and Equipment,53-7061,Hourly wage,2025,Entry Level Wage,Michigan,2025,13.34
699868785,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Cleaners of Vehicles and Equipment,53-7061,Hourly wage,2025,Mean Wage,Michigan,2025,16.99
699868785,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Cleaners of Vehicles and Equipment,53-7061,Hourly wage,2025,Total Employment,Michigan,2025,4160
699868787,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,"Laborers and Freight, Stock, and Material Movers, Hand",53-7062,Hourly wage,2025,ExperienceWage,Michigan,2025,22.76
699868787,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,"Laborers and Freight, Stock, and Material Movers, Hand",53-7062,Hourly wage,2025,Wage at 90 Percentile,Michigan,2025,25.04
699868787,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,"Laborers and Freight, Stock, and Material Movers, Hand",53-7062,Hourly wage,2025,Wage at 75 Percentile,Michigan,2025,23.68
699868787,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,"Laborers and Freight, Stock, and Material Movers, Hand",53-7062,Hourly wage,2025,Median Wage,Michigan,2025,19.39
699868787,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,"Laborers and Freight, Stock, and Material Movers, Hand",53-7062,Hourly wage,2025,Wage at 25 Percentile,Michigan,2025,17.78
699868787,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,"Laborers and Freight, Stock, and Material Movers, Hand",53-7062,Hourly wage,2025,Wage at 10 Percentile,Michigan,2025,15.55
699868787,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,"Laborers and Freight, Stock, and Material Movers, Hand",53-7062,Hourly wage,2025,Entry Level Wage,Michigan,2025,16.45
699868787,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,"Laborers and Freight, Stock, and Material Movers, Hand",53-7062,Hourly wage,2025,Mean Wage,Michigan,2025,20.68
699868787,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,"Laborers and Freight, Stock, and Material Movers, Hand",53-7062,Hourly wage,2025,Total Employment,Michigan,2025,34030
699868789,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Machine Feeders and Offbearers,53-7063,Hourly wage,2025,ExperienceWage,Michigan,2025,24.04
699868789,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Machine Feeders and Offbearers,53-7063,Hourly wage,2025,Wage at 90 Percentile,Michigan,2025,30.77
699868789,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Machine Feeders and Offbearers,53-7063,Hourly wage,2025,Wage at 75 Percentile,Michigan,2025,22.28
699868789,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Machine Feeders and Offbearers,53-7063,Hourly wage,2025,Median Wage,Michigan,2025,22.26
699868789,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Machine Feeders and Offbearers,53-7063,Hourly wage,2025,Wage at 25 Percentile,Michigan,2025,20.62
699868789,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Machine Feeders and Offbearers,53-7063,Hourly wage,2025,Wage at 10 Percentile,Michigan,2025,17.57
699868789,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Machine Feeders and Offbearers,53-7063,Hourly wage,2025,Entry Level Wage,Michigan,2025,18.67
699868789,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Machine Feeders and Offbearers,53-7063,Hourly wage,2025,Mean Wage,Michigan,2025,22.27
699868789,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Machine Feeders and Offbearers,53-7063,Hourly wage,2025,Total Employment,Michigan,2025,370
699868791,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,"Packers and Packagers, Hand",53-7064,Hourly wage,2025,ExperienceWage,Michigan,2025,19.5
699868791,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,"Packers and Packagers, Hand",53-7064,Hourly wage,2025,Wage at 90 Percentile,Michigan,2025,21.96
699868791,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,"Packers and Packagers, Hand",53-7064,Hourly wage,2025,Wage at 75 Percentile,Michigan,2025,18.84
699868791,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,"Packers and Packagers, Hand",53-7064,Hourly wage,2025,Median Wage,Michigan,2025,17.37
699868791,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,"Packers and Packagers, Hand",53-7064,Hourly wage,2025,Wage at 25 Percentile,Michigan,2025,15.39
699868791,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,"Packers and Packagers, Hand",53-7064,Hourly wage,2025,Wage at 10 Percentile,Michigan,2025,14.59
699868791,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,"Packers and Packagers, Hand",53-7064,Hourly wage,2025,Entry Level Wage,Michigan,2025,14.86
699868791,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,"Packers and Packagers, Hand",53-7064,Hourly wage,2025,Mean Wage,Michigan,2025,17.97
699868791,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,"Packers and Packagers, Hand",53-7064,Hourly wage,2025,Total Employment,Michigan,2025,5860
699868793,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Stockers and Order Fillers,53-7065,Hourly wage,2025,ExperienceWage,Michigan,2025,20.56
699868793,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Stockers and Order Fillers,53-7065,Hourly wage,2025,Wage at 90 Percentile,Michigan,2025,22.98
699868793,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Stockers and Order Fillers,53-7065,Hourly wage,2025,Wage at 75 Percentile,Michigan,2025,21.17
699868793,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Stockers and Order Fillers,53-7065,Hourly wage,2025,Median Wage,Michigan,2025,17.66
699868793,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Stockers and Order Fillers,53-7065,Hourly wage,2025,Wage at 25 Percentile,Michigan,2025,16.38
699868793,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Stockers and Order Fillers,53-7065,Hourly wage,2025,Wage at 10 Percentile,Michigan,2025,14.75
699868793,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Stockers and Order Fillers,53-7065,Hourly wage,2025,Entry Level Wage,Michigan,2025,15.25
699868793,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Stockers and Order Fillers,53-7065,Hourly wage,2025,Mean Wage,Michigan,2025,18.81
699868793,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Stockers and Order Fillers,53-7065,Hourly wage,2025,Total Employment,Michigan,2025,37090
699868795,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Refuse and Recyclable Material Collectors,53-7081,Hourly wage,2025,ExperienceWage,Michigan,2025,29.4
699868795,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Refuse and Recyclable Material Collectors,53-7081,Hourly wage,2025,Wage at 90 Percentile,Michigan,2025,38.3
699868795,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Refuse and Recyclable Material Collectors,53-7081,Hourly wage,2025,Wage at 75 Percentile,Michigan,2025,29.69
699868795,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Refuse and Recyclable Material Collectors,53-7081,Hourly wage,2025,Median Wage,Michigan,2025,24.55
699868795,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Refuse and Recyclable Material Collectors,53-7081,Hourly wage,2025,Wage at 25 Percentile,Michigan,2025,18.03
699868795,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Refuse and Recyclable Material Collectors,53-7081,Hourly wage,2025,Wage at 10 Percentile,Michigan,2025,16.42
699868795,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Refuse and Recyclable Material Collectors,53-7081,Hourly wage,2025,Entry Level Wage,Michigan,2025,17.13
699868795,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Refuse and Recyclable Material Collectors,53-7081,Hourly wage,2025,Mean Wage,Michigan,2025,25.35
699868795,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,Refuse and Recyclable Material Collectors,53-7081,Hourly wage,2025,Total Employment,Michigan,2025,1900
699868797,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,"Tank Car, Truck, and Ship Loaders",53-7121,Hourly wage,2025,ExperienceWage,Michigan,2025,30.9
699868797,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,"Tank Car, Truck, and Ship Loaders",53-7121,Hourly wage,2025,Wage at 90 Percentile,Michigan,2025,32.15
699868797,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,"Tank Car, Truck, and Ship Loaders",53-7121,Hourly wage,2025,Wage at 75 Percentile,Michigan,2025,29.06
699868797,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,"Tank Car, Truck, and Ship Loaders",53-7121,Hourly wage,2025,Median Wage,Michigan,2025,29.06
699868797,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,"Tank Car, Truck, and Ship Loaders",53-7121,Hourly wage,2025,Wage at 25 Percentile,Michigan,2025,27.05
699868797,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,"Tank Car, Truck, and Ship Loaders",53-7121,Hourly wage,2025,Wage at 10 Percentile,Michigan,2025,17
699868797,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,"Tank Car, Truck, and Ship Loaders",53-7121,Hourly wage,2025,Entry Level Wage,Michigan,2025,21.81
699868797,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,"Tank Car, Truck, and Ship Loaders",53-7121,Hourly wage,2025,Mean Wage,Michigan,2025,27.9
699868797,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,"Tank Car, Truck, and Ship Loaders",53-7121,Hourly wage,2025,Total Employment,Michigan,2025,80
699868799,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,"Material Moving Workers, All Other",53-7199,Hourly wage,2025,ExperienceWage,Michigan,2025,22.73
699868799,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,"Material Moving Workers, All Other",53-7199,Hourly wage,2025,Wage at 90 Percentile,Michigan,2025,23.53
699868799,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,"Material Moving Workers, All Other",53-7199,Hourly wage,2025,Wage at 75 Percentile,Michigan,2025,22.55
699868799,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Total, All Industries",000000,"Material Moving Workers, All Other",53-7199,Hourly wage,2025,Median Wage,Michigan,2025,21.28
